x,y
0.0,1.8433168461591127
0.4166666666666667,2.252032205893747
0.8333333333333334,2.1287959300544523
1.25,1.5262428669456698
1.6666666666666667,0.3611221645693169
2.0833333333333335,0.139412706834845
2.5,0.8948927267626591
2.916666666666667,1.2232027521581184
3.3333333333333335,1.3091613246705331
3.75,1.6174364046979086
4.166666666666667,1.1237613603079628
4.583333333333334,0.7927209902594716
5.0,0.7660605841849484
5.416666666666667,0.24300080067032348
5.833333333333334,0.4673354824269984
6.25,0.9560801706925789
6.666666666666667,0.9404969131444847
7.083333333333334,1.233178535883774
7.5,0.8056362498599241
7.916666666666667,0.5652484225044498
8.333333333333334,1.2440574223894454
8.75,0.8619539243404235
9.166666666666668,1.0153265063526633
9.583333333333334,0.7055185294148524
10.0,0.9383481685470278
